Timestamp,What is your age?,What is your gender?,What is your University name?,Your current year of study?,How many cups of caffeine (tea/coffee/energy drinks) do you have daily?,How often do you use electronic devices (phone/laptop) in bed before sleep?,How often do you feel cognitive load?,How often do you feel stressed?,"How would you rate your ""Mental Stamina"" (the ability to think hard for long periods)?","How often do you find yourself ""spacing out"" or losing your train of thought during conversations?","Do you experience ""Audio Lag"" (hearing someone speak but taking a few seconds to understand the meaning)?","On average, how many hours of actual sleep do you get per night?",How often do you wake up in the middle of the night?,How would you rate your overall sleep quality?,How often do you forget basic information in your daily life?,"How much do you rely on ""external reminders"" (alarms, notes, friends) to remember basic daily tasks?","How frequently do you experience ""Brain Fog"" (confusion or lack of clarity)?",How many academic deadlines have you missed or delayed in the last month?,To what extent do you feel sleep deprivation is lowering your GPA?,How often does physical or mental fatigue prevent you from completing your daily goals? ,Do you struggle with making quick decisions or solving logical problems?
2026/03/10 02:51:54 PM GMT+6,25,Female,Stamford University,3rd Year,3â€“4,Rarely,Never,Often,3 (Full Energy),Sometimes,Maybe,7â€“8 hours,Never,4 (Good),Always,Completely dependent,Always,5 or more,Severe impact,Sometimes,Always
2026/04/01 11:00:43 AM GMT+6,24,Female,Sylhet Agricultural University,3rd Year,5 or more,Never,Rarely,Never,1 (Total Exhaustion),Sometimes,Maybe,More than 8 hours,Never,4 (Good),Rarely,Not at all,Always,3â€“4,Minor impact,Sometimes,Never
2026/04/06 05:08:22 PM GMT+6,21,Female,Jahangirnagar University,1st Year,3â€“4,Always,Rarely,Never,3 (Full Energy),Sometimes,Maybe,Less than 5 hours,Always,4 (Good),Always,Sometimes,Never,5 or more,No impact,Sometimes,Never
2026/04/23 12:02:23 AM GMT+6,24,Female,University of Asia Pacific (UAP),Graduated,3â€“4,Always,Sometimes,Never,1 (Total Exhaustion),Always,No,5â€“6 hours,Sometimes,3 (Average),Sometimes,Not at all,Always,3â€“4,No impact,Never,Always
2026/04/28 12:15:13 PM GMT+6,23,Female,"Independent University, Bangladesh (IUB)",3rd Year,1â€“2,Always,Sometimes,Always,2 (Fading Fast),Sometimes,Maybe,6â€“7 hours,Sometimes,4 (Good),Rarely,Sometimes,Never,3â€“4,High impact,Sometimes,Never
2026/03/22 04:18:49 AM GMT+6,21,Male,UIU,1st Year,1â€“2,Always,Rarely,Never,2 (Fading Fast),Sometimes,Maybe,Less than 5 hours,Always,2 (Poor),Always,Not at all,Sometimes,1â€“2,High impact,Often,Always
2026/04/09 07:36:49 PM GMT+6,26,Female,BUET,Graduated,5 or more,Always,Sometimes,Often,3 (Full Energy),Never,No,5â€“6 hours,Always,2 (Poor),Rarely,Sometimes,Never,1â€“2,Moderate impact,Sometimes,Always
2026/04/08 06:50:02 PM GMT+6,25,Female,"Independent University, Bangladesh (IUB)",4th Year,3â€“4,Rarely,Never,Often,2 (Fading Fast),Always,No,Less than 5 hours,Sometimes,5 (Excellent),Always,Not at all,Sometimes,3â€“4,No impact,Sometimes,Always
2026/04/02 05:41:57 PM GMT+6,21,Female,BUP,1st Year,3â€“4,Sometimes,Sometimes,Often,1 (Total Exhaustion),Rarely,No,More than 8 hours,Always,2 (Poor),Never,Not at all,Never,5 or more,Moderate impact,Always,Always
2026/04/21 12:01:13 AM GMT+6,25,Male,University of Chittagong,3rd Year,1â€“2,Never,Sometimes,Rarely,3 (Full Energy),Never,Maybe,5â€“6 hours,Never,5 (Excellent),Never,Not at all,Sometimes,5 or more,Moderate impact,Often,Sometimes
2026/04/05 06:36:20 AM GMT+6,26,Female,UIU,4th Year,5 or more,Always,Always,Always,1 (Total Exhaustion),Always,Maybe,More than 8 hours,Sometimes,3 (Average),Never,Completely dependent,Always,5 or more,No impact,Always,Never
2026/03/11 05:05:10 AM GMT+6,27,Female,UIU,3rd Year,5 or more,Sometimes,Rarely,Often,2 (Fading Fast),Sometimes,Maybe,Less than 5 hours,Always,3 (Average),Never,Not at all,Always,3â€“4,Moderate impact,Always,Sometimes
2026/03/19 06:57:10 PM GMT+6,27,Male,East West University,Graduated,5 or more,Never,Rarely,Always,3 (Full Energy),Always,No,7â€“8 hours,Always,2 (Poor),Rarely,Sometimes,Never,3â€“4,Minor impact,Often,Sometimes
2026/04/17 04:26:32 PM GMT+6,22,Male,Khulna University,1st Year,5 or more,Rarely,Always,Rarely,1 (Total Exhaustion),Never,No,6â€“7 hours,Never,5 (Excellent),Always,Sometimes,Sometimes,5 or more,No impact,Often,Sometimes
2026/03/24 04:45:44 PM GMT+6,26,Male,Comilla University,Graduated,1â€“2,Never,Sometimes,Sometimes,2 (Fading Fast),Always,Yes,5â€“6 hours,Always,2 (Poor),Never,Not at all,Always,5 or more,Moderate impact,Always,Never
2026/03/16 06:24:56 AM GMT+6,21,Female,University of Chittagong,1st Year,5 or more,Always,Rarely,Never,1 (Total Exhaustion),Sometimes,Yes,7â€“8 hours,Always,1 (Very Poor),Never,Not at all,Sometimes,5 or more,No impact,Often,Never
2026/04/30 07:37:10 PM GMT+6,25,Female,North South University (NSU),3rd Year,1â€“2,Always,Rarely,Often,3 (Full Energy),Rarely,Maybe,More than 8 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Sometimes,3â€“4,No impact,Sometimes,Always
2026/03/21 05:08:01 PM GMT+6,24,Female,Khulna University,3rd Year,3â€“4,Sometimes,Always,Often,1 (Total Exhaustion),Never,No,7â€“8 hours,Always,5 (Excellent),Rarely,Not at all,Always,1â€“2,High impact,Rarely,Never
2026/04/12 01:41:01 PM GMT+6,25,Female,University of Dhaka,4th Year,5 or more,Always,Always,Always,2 (Fading Fast),Never,No,More than 8 hours,Sometimes,2 (Poor),Never,Sometimes,Always,1â€“2,High impact,Always,Sometimes
2026/03/28 05:55:21 AM GMT+6,23,Male,Begum Rokeya University,2nd Year,5 or more,Rarely,Rarely,Rarely,3 (Full Energy),Always,Yes,Less than 5 hours,Sometimes,5 (Excellent),Rarely,Sometimes,Sometimes,5 or more,High impact,Rarely,Sometimes
2026/03/06 07:19:39 AM GMT+6,24,Female,Begum Rokeya University,4th Year,1â€“2,Rarely,Never,Often,2 (Fading Fast),Rarely,Yes,6â€“7 hours,Never,2 (Poor),Always,Completely dependent,Never,3â€“4,No impact,Never,Never
2026/04/07 03:15:24 AM GMT+6,25,Male,UIU,1st Year,1â€“2,Sometimes,Sometimes,Never,2 (Fading Fast),Sometimes,Yes,7â€“8 hours,Always,5 (Excellent),Sometimes,Completely dependent,Always,3â€“4,High impact,Often,Sometimes
2026/03/27 10:22:28 PM GMT+6,20,Male,BAU,4th Year,5 or more,Never,Never,Never,2 (Fading Fast),Rarely,Yes,Less than 5 hours,Never,2 (Poor),Never,Completely dependent,Never,5 or more,High impact,Never,Sometimes
2026/03/04 06:34:57 PM GMT+6,25,Male,Jagannath University,2nd Year,3â€“4,Rarely,Always,Always,2 (Fading Fast),Sometimes,No,7â€“8 hours,Sometimes,4 (Good),Sometimes,Not at all,Sometimes,3â€“4,Minor impact,Always,Never
2026/04/03 08:19:04 PM GMT+6,26,Female,Green University,2nd Year,1â€“2,Never,Rarely,Never,3 (Full Energy),Never,Maybe,7â€“8 hours,Always,1 (Very Poor),Sometimes,Completely dependent,Always,1â€“2,High impact,Never,Always
2026/04/12 12:47:09 AM GMT+6,24,Female,Sylhet Agricultural University,1st Year,3â€“4,Sometimes,Rarely,Sometimes,3 (Full Energy),Never,Maybe,6â€“7 hours,Sometimes,2 (Poor),Rarely,Completely dependent,Sometimes,1â€“2,No impact,Never,Always
2026/03/13 05:13:01 PM GMT+6,25,Male,East West University,4th Year,3â€“4,Sometimes,Always,Rarely,2 (Fading Fast),Rarely,Maybe,More than 8 hours,Sometimes,3 (Average),Always,Sometimes,Always,5 or more,No impact,Sometimes,Always
2026/04/18 03:53:57 AM GMT+6,23,Female,Green University,2nd Year,3â€“4,Rarely,Never,Often,1 (Total Exhaustion),Sometimes,Maybe,6â€“7 hours,Never,1 (Very Poor),Sometimes,Completely dependent,Sometimes,1â€“2,Moderate impact,Never,Always
2026/03/28 09:43:32 AM GMT+6,25,Male,Asian University for Women,4th Year,5 or more,Never,Rarely,Often,1 (Total Exhaustion),Sometimes,Yes,7â€“8 hours,Never,1 (Very Poor),Never,Not at all,Never,5 or more,Severe impact,Always,Never
2026/04/06 04:20:45 AM GMT+6,25,Male,University of Rajshahi,4th Year,5 or more,Never,Always,Always,2 (Fading Fast),Rarely,Maybe,5â€“6 hours,Never,5 (Excellent),Rarely,Sometimes,Never,3â€“4,Severe impact,Always,Sometimes
2026/03/08 04:31:24 AM GMT+6,28,Female,IIUC Chittagong,4th Year,5 or more,Always,Never,Sometimes,2 (Fading Fast),Never,No,7â€“8 hours,Never,2 (Poor),Sometimes,Sometimes,Never,3â€“4,Moderate impact,Never,Never
2026/04/23 02:39:57 AM GMT+6,22,Female,University of Chittagong,2nd Year,1â€“2,Always,Always,Always,2 (Fading Fast),Always,Yes,5â€“6 hours,Always,3 (Average),Never,Completely dependent,Never,1â€“2,High impact,Never,Always
2026/03/09 08:13:36 PM GMT+6,25,Female,BUP,3rd Year,3â€“4,Never,Sometimes,Always,1 (Total Exhaustion),Never,Maybe,5â€“6 hours,Always,1 (Very Poor),Never,Completely dependent,Sometimes,5 or more,Moderate impact,Often,Always
2026/03/07 01:57:40 PM GMT+6,23,Female,IIUC Chittagong,3rd Year,5 or more,Sometimes,Always,Often,2 (Fading Fast),Never,No,5â€“6 hours,Never,5 (Excellent),Rarely,Completely dependent,Never,1â€“2,No impact,Rarely,Never
2026/03/30 10:41:58 PM GMT+6,26,Female,AIUB,Graduated,3â€“4,Rarely,Sometimes,Never,1 (Total Exhaustion),Sometimes,No,Less than 5 hours,Sometimes,5 (Excellent),Rarely,Not at all,Never,1â€“2,High impact,Sometimes,Always
2026/04/25 01:16:01 AM GMT+6,22,Female,Metropolitan University,1st Year,1â€“2,Rarely,Rarely,Never,1 (Total Exhaustion),Never,No,More than 8 hours,Never,5 (Excellent),Always,Sometimes,Sometimes,5 or more,Minor impact,Never,Never
2026/04/03 09:45:35 AM GMT+6,27,Male,BUP,Graduated,5 or more,Sometimes,Never,Often,3 (Full Energy),Never,Yes,5â€“6 hours,Never,3 (Average),Always,Sometimes,Always,1â€“2,Moderate impact,Always,Sometimes
2026/03/12 12:45:45 PM GMT+6,22,Male,BUP,2nd Year,5 or more,Rarely,Always,Always,2 (Fading Fast),Never,Yes,6â€“7 hours,Always,5 (Excellent),Never,Not at all,Never,5 or more,No impact,Always,Always
2026/03/21 03:28:32 PM GMT+6,23,Female,Stamford University,3rd Year,1â€“2,Always,Never,Rarely,2 (Fading Fast),Rarely,Maybe,7â€“8 hours,Never,2 (Poor),Rarely,Sometimes,Never,1â€“2,Minor impact,Never,Never
2026/03/09 07:40:41 AM GMT+6,23,Male,North South University (NSU),3rd Year,1â€“2,Never,Always,Rarely,3 (Full Energy),Rarely,No,6â€“7 hours,Sometimes,4 (Good),Always,Sometimes,Never,1â€“2,Minor impact,Rarely,Never
2026/03/20 01:15:40 PM GMT+6,20,Male,Jagannath University,1st Year,3â€“4,Always,Rarely,Rarely,3 (Full Energy),Never,Yes,6â€“7 hours,Sometimes,4 (Good),Sometimes,Not at all,Sometimes,1â€“2,No impact,Often,Sometimes
2026/04/15 07:55:39 AM GMT+6,27,Male,University of Rajshahi,Graduated,1â€“2,Sometimes,Always,Never,1 (Total Exhaustion),Sometimes,No,More than 8 hours,Sometimes,1 (Very Poor),Always,Completely dependent,Never,1â€“2,High impact,Never,Always
2026/04/26 09:27:50 AM GMT+6,23,Female,Metropolitan University,4th Year,1â€“2,Rarely,Never,Often,2 (Fading Fast),Always,No,7â€“8 hours,Sometimes,2 (Poor),Always,Not at all,Sometimes,3â€“4,Severe impact,Sometimes,Never
2026/04/17 04:42:52 AM GMT+6,21,Female,Stamford University,1st Year,1â€“2,Sometimes,Sometimes,Rarely,3 (Full Energy),Always,Yes,5â€“6 hours,Always,4 (Good),Sometimes,Not at all,Always,5 or more,Severe impact,Often,Never
2026/03/29 04:45:24 PM GMT+6,24,Male,Khulna University,2nd Year,3â€“4,Always,Always,Rarely,1 (Total Exhaustion),Always,Maybe,More than 8 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Never,1â€“2,No impact,Sometimes,Never
2026/04/21 09:36:40 AM GMT+6,25,Male,East West University,3rd Year,3â€“4,Always,Never,Always,2 (Fading Fast),Never,Maybe,7â€“8 hours,Never,5 (Excellent),Sometimes,Not at all,Sometimes,1â€“2,No impact,Rarely,Always
2026/04/10 01:56:24 PM GMT+6,26,Female,IUT,3rd Year,1â€“2,Rarely,Always,Rarely,3 (Full Energy),Always,Yes,Less than 5 hours,Never,2 (Poor),Sometimes,Completely dependent,Never,1â€“2,No impact,Sometimes,Sometimes
2026/03/07 07:52:28 PM GMT+6,21,Female,BUET,1st Year,1â€“2,Never,Sometimes,Sometimes,1 (Total Exhaustion),Never,Maybe,Less than 5 hours,Always,1 (Very Poor),Rarely,Completely dependent,Sometimes,3â€“4,Severe impact,Often,Never
2026/03/22 11:16:01 AM GMT+6,22,Male,Khulna University,1st Year,1â€“2,Always,Rarely,Often,1 (Total Exhaustion),Always,Yes,More than 8 hours,Sometimes,4 (Good),Sometimes,Not at all,Never,3â€“4,Minor impact,Never,Always
2026/04/28 11:50:29 AM GMT+6,23,Female,Jahangirnagar University,2nd Year,1â€“2,Never,Never,Often,3 (Full Energy),Sometimes,No,6â€“7 hours,Always,3 (Average),Never,Sometimes,Always,3â€“4,Moderate impact,Often,Sometimes
2026/04/28 12:14:18 AM GMT+6,24,Female,MIST,3rd Year,3â€“4,Always,Rarely,Rarely,2 (Fading Fast),Always,No,7â€“8 hours,Sometimes,3 (Average),Never,Sometimes,Never,5 or more,No impact,Always,Always
2026/03/25 05:00:53 AM GMT+6,25,Female,Stamford University,4th Year,3â€“4,Rarely,Always,Often,1 (Total Exhaustion),Rarely,Yes,6â€“7 hours,Always,4 (Good),Sometimes,Sometimes,Never,5 or more,Severe impact,Never,Sometimes
2026/04/19 07:21:02 AM GMT+6,26,Female,"Independent University, Bangladesh (IUB)",1st Year,1â€“2,Never,Sometimes,Never,1 (Total Exhaustion),Rarely,No,Less than 5 hours,Never,2 (Poor),Always,Not at all,Always,5 or more,High impact,Often,Never
2026/04/14 12:17:57 AM GMT+6,22,Female,BAU,1st Year,5 or more,Rarely,Sometimes,Rarely,3 (Full Energy),Rarely,Maybe,Less than 5 hours,Never,5 (Excellent),Never,Completely dependent,Sometimes,1â€“2,No impact,Rarely,Sometimes
2026/03/11 12:44:06 PM GMT+6,27,Male,Sylhet Agricultural University,4th Year,1â€“2,Never,Never,Often,3 (Full Energy),Sometimes,No,7â€“8 hours,Always,1 (Very Poor),Always,Not at all,Never,3â€“4,Moderate impact,Sometimes,Always
2026/03/07 09:17:44 PM GMT+6,22,Female,BAU,2nd Year,3â€“4,Sometimes,Rarely,Often,2 (Fading Fast),Always,Yes,Less than 5 hours,Always,3 (Average),Sometimes,Not at all,Sometimes,1â€“2,Severe impact,Always,Sometimes
2026/03/20 08:01:26 PM GMT+6,21,Female,Noakhali STU,2nd Year,1â€“2,Rarely,Never,Often,1 (Total Exhaustion),Always,No,6â€“7 hours,Always,3 (Average),Always,Sometimes,Never,5 or more,Moderate impact,Often,Never
2026/03/03 05:08:45 PM GMT+6,23,Female,AUST,2nd Year,5 or more,Rarely,Always,Often,2 (Fading Fast),Sometimes,Maybe,Less than 5 hours,Always,3 (Average),Never,Not at all,Always,3â€“4,Minor impact,Often,Always
2026/03/17 03:22:33 PM GMT+6,25,Male,BAU,1st Year,5 or more,Never,Always,Often,1 (Total Exhaustion),Never,No,More than 8 hours,Always,2 (Poor),Rarely,Sometimes,Always,3â€“4,High impact,Rarely,Always
2026/03/04 10:10:32 AM GMT+6,26,Female,DIU,4th Year,3â€“4,Rarely,Sometimes,Sometimes,3 (Full Energy),Never,Maybe,6â€“7 hours,Always,4 (Good),Sometimes,Not at all,Sometimes,3â€“4,Moderate impact,Sometimes,Never
2026/04/05 04:56:52 PM GMT+6,27,Male,IUT,Graduated,5 or more,Sometimes,Always,Rarely,2 (Fading Fast),Rarely,Maybe,More than 8 hours,Always,1 (Very Poor),Never,Completely dependent,Always,5 or more,No impact,Sometimes,Always
2026/03/11 09:36:34 AM GMT+6,25,Male,Sylhet Agricultural University,3rd Year,5 or more,Sometimes,Rarely,Sometimes,2 (Fading Fast),Always,Yes,5â€“6 hours,Sometimes,5 (Excellent),Always,Not at all,Sometimes,5 or more,Moderate impact,Sometimes,Always
2026/04/29 04:56:01 PM GMT+6,26,Male,SUST,Graduated,3â€“4,Rarely,Rarely,Always,2 (Fading Fast),Always,No,Less than 5 hours,Always,5 (Excellent),Always,Not at all,Never,3â€“4,Moderate impact,Always,Never
2026/03/03 05:16:00 AM GMT+6,24,Male,Stamford University,3rd Year,1â€“2,Rarely,Never,Always,1 (Total Exhaustion),Sometimes,No,More than 8 hours,Sometimes,2 (Poor),Rarely,Not at all,Never,5 or more,High impact,Always,Always
2026/03/27 01:15:03 PM GMT+6,21,Male,IIUC Chittagong,1st Year,1â€“2,Never,Always,Never,1 (Total Exhaustion),Never,Maybe,More than 8 hours,Always,1 (Very Poor),Always,Completely dependent,Always,5 or more,Minor impact,Sometimes,Never
2026/03/19 08:26:44 AM GMT+6,25,Female,"Independent University, Bangladesh (IUB)",Graduated,3â€“4,Sometimes,Rarely,Always,2 (Fading Fast),Rarely,No,Less than 5 hours,Never,3 (Average),Never,Not at all,Always,5 or more,High impact,Always,Never
2026/03/31 04:13:54 PM GMT+6,22,Male,BUP,2nd Year,1â€“2,Always,Never,Always,1 (Total Exhaustion),Rarely,Yes,Less than 5 hours,Always,3 (Average),Never,Sometimes,Sometimes,3â€“4,Minor impact,Rarely,Always
2026/03/21 03:27:40 AM GMT+6,23,Male,"Independent University, Bangladesh (IUB)",1st Year,3â€“4,Rarely,Always,Sometimes,3 (Full Energy),Always,No,More than 8 hours,Always,2 (Poor),Never,Not at all,Sometimes,3â€“4,No impact,Rarely,Always
2026/03/18 01:33:38 AM GMT+6,23,Male,BAU,2nd Year,1â€“2,Always,Always,Rarely,1 (Total Exhaustion),Always,No,Less than 5 hours,Always,3 (Average),Never,Completely dependent,Always,1â€“2,Moderate impact,Never,Never
2026/04/23 08:26:08 PM GMT+6,27,Male,BUP,Graduated,3â€“4,Always,Never,Often,1 (Total Exhaustion),Rarely,Yes,6â€“7 hours,Never,5 (Excellent),Sometimes,Completely dependent,Sometimes,5 or more,Minor impact,Never,Sometimes
2026/04/21 04:18:50 PM GMT+6,26,Female,University of Asia Pacific (UAP),Graduated,3â€“4,Rarely,Always,Never,1 (Total Exhaustion),Always,No,7â€“8 hours,Never,2 (Poor),Rarely,Not at all,Sometimes,3â€“4,Minor impact,Sometimes,Always
2026/04/25 05:58:14 PM GMT+6,23,Female,IUT,1st Year,3â€“4,Never,Never,Never,2 (Fading Fast),Always,No,7â€“8 hours,Always,3 (Average),Sometimes,Completely dependent,Sometimes,5 or more,No impact,Never,Sometimes
2026/04/29 04:33:06 AM GMT+6,26,Female,Jahangirnagar University,3rd Year,5 or more,Sometimes,Always,Never,1 (Total Exhaustion),Rarely,Yes,7â€“8 hours,Sometimes,1 (Very Poor),Sometimes,Sometimes,Always,1â€“2,Moderate impact,Never,Always
2026/04/06 12:22:25 AM GMT+6,25,Female,Noakhali STU,4th Year,5 or more,Sometimes,Always,Rarely,3 (Full Energy),Never,Yes,7â€“8 hours,Always,3 (Average),Never,Completely dependent,Never,1â€“2,High impact,Never,Never
2026/03/04 12:39:27 PM GMT+6,26,Male,North South University (NSU),Graduated,3â€“4,Sometimes,Sometimes,Never,3 (Full Energy),Always,Maybe,More than 8 hours,Sometimes,2 (Poor),Rarely,Not at all,Always,1â€“2,No impact,Always,Sometimes
2026/04/18 11:51:02 PM GMT+6,26,Male,Asian University for Women,4th Year,5 or more,Never,Never,Rarely,1 (Total Exhaustion),Never,Yes,7â€“8 hours,Always,3 (Average),Rarely,Sometimes,Sometimes,1â€“2,Severe impact,Often,Sometimes
2026/03/13 10:44:27 AM GMT+6,22,Male,Stamford University,2nd Year,1â€“2,Never,Sometimes,Never,2 (Fading Fast),Never,Yes,7â€“8 hours,Never,5 (Excellent),Rarely,Completely dependent,Sometimes,3â€“4,Severe impact,Always,Sometimes
2026/04/15 03:33:54 AM GMT+6,27,Female,BUP,Graduated,1â€“2,Sometimes,Rarely,Often,3 (Full Energy),Rarely,No,6â€“7 hours,Always,1 (Very Poor),Sometimes,Sometimes,Never,5 or more,High impact,Always,Sometimes
2026/04/13 10:51:31 AM GMT+6,23,Male,Stamford University,2nd Year,3â€“4,Always,Sometimes,Rarely,1 (Total Exhaustion),Always,Yes,5â€“6 hours,Sometimes,5 (Excellent),Sometimes,Not at all,Never,3â€“4,Moderate impact,Always,Never
2026/04/10 12:02:51 AM GMT+6,25,Male,UIU,Graduated,1â€“2,Always,Sometimes,Never,3 (Full Energy),Sometimes,No,5â€“6 hours,Sometimes,5 (Excellent),Never,Completely dependent,Sometimes,3â€“4,No impact,Rarely,Sometimes
2026/03/06 09:08:35 AM GMT+6,27,Male,North South University (NSU),Graduated,3â€“4,Rarely,Sometimes,Sometimes,2 (Fading Fast),Rarely,Yes,More than 8 hours,Never,3 (Average),Rarely,Completely dependent,Never,1â€“2,High impact,Often,Always
2026/03/19 09:13:20 AM GMT+6,25,Female,AIUB,4th Year,3â€“4,Rarely,Never,Sometimes,3 (Full Energy),Rarely,Yes,More than 8 hours,Always,5 (Excellent),Rarely,Sometimes,Always,1â€“2,Moderate impact,Often,Never
2026/03/20 04:44:20 PM GMT+6,24,Male,North South University (NSU),Graduated,1â€“2,Always,Sometimes,Always,3 (Full Energy),Always,No,More than 8 hours,Never,2 (Poor),Always,Sometimes,Sometimes,5 or more,No impact,Always,Never
2026/03/15 09:54:19 PM GMT+6,22,Male,University of Rajshahi,1st Year,1â€“2,Sometimes,Never,Sometimes,1 (Total Exhaustion),Always,No,7â€“8 hours,Never,5 (Excellent),Sometimes,Not at all,Never,3â€“4,High impact,Often,Never
2026/03/01 09:24:32 PM GMT+6,25,Female,SUST,4th Year,1â€“2,Rarely,Always,Sometimes,1 (Total Exhaustion),Rarely,No,7â€“8 hours,Sometimes,2 (Poor),Rarely,Completely dependent,Always,3â€“4,High impact,Often,Never
2026/04/13 05:53:21 AM GMT+6,27,Female,Khulna University,Graduated,1â€“2,Rarely,Rarely,Sometimes,3 (Full Energy),Rarely,Maybe,7â€“8 hours,Always,1 (Very Poor),Sometimes,Sometimes,Always,3â€“4,Moderate impact,Sometimes,Never
2026/03/04 01:47:28 PM GMT+6,22,Female,BAU,2nd Year,5 or more,Always,Always,Rarely,2 (Fading Fast),Rarely,No,7â€“8 hours,Always,5 (Excellent),Sometimes,Completely dependent,Always,1â€“2,Severe impact,Often,Always
2026/04/11 04:26:28 AM GMT+6,25,Male,IIUC Chittagong,4th Year,3â€“4,Sometimes,Never,Always,3 (Full Energy),Sometimes,Maybe,5â€“6 hours,Sometimes,1 (Very Poor),Sometimes,Completely dependent,Sometimes,1â€“2,Severe impact,Often,Never
2026/04/16 08:56:35 AM GMT+6,22,Female,East West University,1st Year,1â€“2,Never,Sometimes,Often,3 (Full Energy),Sometimes,Maybe,Less than 5 hours,Never,1 (Very Poor),Never,Not at all,Sometimes,3â€“4,High impact,Often,Never
2026/03/27 07:34:00 AM GMT+6,26,Female,"Independent University, Bangladesh (IUB)",4th Year,1â€“2,Sometimes,Rarely,Sometimes,2 (Fading Fast),Rarely,No,6â€“7 hours,Never,1 (Very Poor),Rarely,Completely dependent,Never,1â€“2,High impact,Often,Sometimes
